Year,LogSalePrice,SqftLot,SqftAbove,SqftBasement,SqftLawn,Floors,Bedrooms,Bathrooms,Kitchens,Condition,Grade,OnlineGrade,YearsSince1900Built
2014,13.03680549,1249,1240,0,1249,3,2,2.5,2,3,8,7.3,106
2015,13.981025,74052,3750,0,24541,2,4,3.25,1,3,10,8.1,113
2014,12.78828827,1442,1360,50,1442,3,3,3.25,2,3,8,7.3,106
2014,13.01043691,4949,2448,0,3552,2,4,2.5,1,3,9,7.5,114
2014,12.9360338,64626,2600,0,20313,1.5,3,2.75,1,3,8,7.1,109
2014,14.00613092,9000,2870,460,2522,2,4,3.25,1,3,9,7.9,104
2014,13.11231304,1010,1000,160,876,2,2,2.25,1,3,8,7.5,106
2014,13.07945588,1380,1060,270,0,2,2,2.25,1,3,8,7.5,105
2015,14.45631126,4334,2830,0,1637,3,3,2.5,2,3,10,8,106
2014,12.42881612,3517,1610,0,1882,2,3,2.5,1,3,8,7.4,105
2014,14.1973658,4000,2800,0,0,2,4,2.5,1,3,9,7.6,111
2015,13.85184249,10194,4570,0,2732,2,5,3.75,1,3,11,8.6,106
2014,13.70681114,6120,2820,0,1154,2,4,2.5,1,3,9,7.6,114
2015,13.91082074,9470,2570,0,4461,2,4,2.5,1,3,9,8,106
2014,13.43717412,1193,1140,570,832,2,3,2.25,1,3,9,7.5,114
2014,12.59473064,3286,1220,0,48,2,3,1.5,1,3,7,6.9,82
2014,13.33586055,946,1650,0,306,3,3,2.25,2,3,8,7.2,114
2014,12.99250068,1340,910,220,0,2,2,1.5,1,3,8,7.2,108
2015,12.46843691,2800,1489,0,0,2,3,2.25,1,3,7,6.9,111
2014,12.53896706,5557,2690,0,4558,2,5,2.5,1,3,7,7.2,112
2015,12.84792653,1305,1116,414,0,2,3,2.25,1,3,7,6.9,107
2014,12.56723749,6315,1600,0,0,2,3,2.5,1,3,8,7.1,113
2014,12.84000047,1251,930,70,0,2,2,1.5,1,3,7,6.9,106
2015,13.38465072,3012,2440,0,3012,3,4,3.5,2,3,8,7.5,105
2014,13.00582956,1102,1260,0,900,3,3,2.5,2,3,8,7.4,107
2015,13.31298374,1692,1610,50,1692,3,3,2.5,2,3,7,7,105
2014,13.07107008,1137,960,230,0,2,3,2.25,1,3,7,6.8,99
2014,12.8967167,1884,1520,0,0,3,3,3,2,3,8,7.4,109
2015,13.48422485,8100,3250,0,0,2,5,2.75,1,3,8,7.6,114
2014,14.15198279,9160,2520,2180,5026,1,4,3.25,0,3,11,8,105
2014,12.73963776,1663,1180,300,0,2,3,2.5,1,3,9,7.7,112
2014,13.61461762,9374,2380,0,1799,1,2,2.5,0,3,8,7.5,111
2014,13.53975706,1873,1640,0,428,3,3,2.25,2,3,8,7.4,114
2014,13.21311774,2262,1650,0,0,3,3,3.5,2,3,8,7.3,110
2014,14.80876233,8401,3745,1560,0,2,5,4.75,1,3,11,8.5,105
2014,12.78828827,987,1002,276,0,2,2,2.5,1,3,7,6.6,107
2014,12.92877863,813,1200,0,813,3,3,2.5,2,3,9,7.6,110
2015,12.40901349,1058,690,0,256,2,2,1.5,1,3,7,6.9,105
2014,13.04102316,4964,3202,0,2158,2,4,2.5,1,3,9,8,114
2014,12.6791964,1292,1347,0,1292,3,3,2.25,2,3,7,7.2,110
2014,13.35922678,6000,2960,0,1328,2,4,3.5,1,3,9,7.8,114
2014,12.5776362,1284,740,0,0,1,1,0.75,0,4,6,7.6,28
2015,13.00582956,1137,1200,0,0,3,2,2.25,2,3,7,7,107
2015,13.69588207,7502,3500,820,1739,2,5,3.5,1,3,9,7.5,112
2014,13.5130532,7348,2310,0,1690,1,3,2.5,0,3,8,7.3,110
2014,12.9713079,1286,1490,0,1286,3,3,2,2,3,8,7.2,114
2015,13.03680549,800,1000,480,800,2,3,2,1,3,8,7.5,114
2014,12.3883942,2820,1481,0,0,2,3,2.25,1,3,7,6.7,112
2014,13.2480264,1902,1730,0,0,3,3,3,2,3,8,7.5,114
2014,13.85473127,8391,3900,0,0,2,4,3.5,1,3,10,7.9,106
2015,12.74548573,1449,1130,0,0,3,3,3.5,2,3,7,7.2,105
2014,13.2570953,4838,3230,0,1427,2,4,3.25,1,3,9,7.8,114
2015,13.72995267,5150,2820,1100,0,2,5,3.5,1,3,9,7.9,104
2015,13.22672339,1361,1190,0,1361,2,2,1.5,1,3,8,7.2,107
2014,12.89781885,4396,2311,0,0,2,4,2.5,1,3,9,7.8,114
2014,13.01700286,914,1380,430,0,3,3,2.5,2,3,8,7.5,108
2014,13.38164598,6203,3290,0,162,2,4,2.5,1,3,9,7.6,108
2014,13.27078338,5000,3250,0,0,2,4,2.5,1,3,8,7.4,108
2015,12.9360338,4071,2544,0,0,2,4,2.5,1,3,9,7.5,113
2014,13.17590414,1389,1380,0,0,3,3,2.5,2,3,8,7.6,108
2014,12.85839783,800,1140,290,0,2,3,2.25,1,3,8,7.5,111
2014,13.44734123,28213,2242,1248,11310,1.5,3,2.5,1,3,9,7.3,109
2014,13.0280527,966,820,90,966,2,2,1.5,1,3,8,7.3,106
2015,14.06237064,4120,2380,700,773,2,4,3.25,1,3,9,7.7,114
2014,12.9360338,6031,2280,0,2860,2,3,2.5,1,3,8,7.4,111
2014,13.79019275,1344,1660,0,0,3,3,2.5,2,3,8,7.2,108
2014,13.5923045,7429,3320,0,0,2,4,2.5,1,3,9,7.8,114
2015,13.20854107,7268,1370,310,2364,1,5,4,0,3,8,7.4,108
2014,12.9713079,5005,2584,0,1746,2,4,3.5,1,3,8,7.3,114
2014,12.52452638,8019,2217,0,3377,2,3,2.5,1,3,7,6.8,109
2014,13.11835536,4136,2480,0,1888,2,3,2.5,1,3,8,7.3,109
2014,13.5344068,7256,2610,0,6941,2,3,2.5,1,3,9,7.6,114
2014,13.704579,5562,3240,0,626,2,4,3,1,3,10,8.1,113
2014,13.27078338,8327,3569,0,0,2,4,3.25,1,3,10,7.9,113
2015,12.84766334,5831,3181,0,0,2,4,2.5,1,3,8,7,114
2015,12.40901349,4888,1921,0,0,2,4,2.5,1,3,7,6.7,109
2014,12.9408415,4926,1570,0,2842,2,3,2.5,1,3,8,7.3,114
2014,13.22672339,3211,1940,0,0,2,3,2.5,1,3,8,7.7,109
2014,13.22672339,3211,1940,0,0,2,3,2.5,1,3,8,7.3,109
2014,12.77422334,13721,2210,0,3178,2,4,2.5,1,3,8,7.3,109
2015,13.19747085,1187,1080,200,758,2,3,2.25,1,3,8,7.3,108
2014,12.9828714,5040,1520,0,29,2,3,2,1,3,7,7.3,77
2014,12.69158046,1078,1160,70,0,2,2,2.25,1,3,7,6.8,108
2015,13.38472764,2159,1480,0,2159,3,3,2.5,2,3,8,7.5,107
2015,12.84779494,5850,2612,0,1645,2,4,2.5,1,3,8,7.5,114
2014,13.45883561,4975,2350,0,2552,2,3,2.5,1,3,8,7.3,112
2014,13.42246797,1590,1100,200,0,2,3,2.5,1,3,8,7.6,114
2014,12.84529148,7560,2020,0,2059,1,4,1.5,0,4,7,7.6,60
2015,13.25514449,2867,1960,180,2029,2,3,2.5,1,3,8,7.1,105
2014,13.07107008,1621,1140,240,1621,2,3,2.25,1,3,8,7.5,107
2014,13.55401592,3047,2400,330,3047,2,4,3.5,1,3,8,7.2,106
2014,13.3582257,5817,2910,1310,0,2,4,3.5,1,3,9,7.4,106
2014,13.36138028,1433,1570,0,0,3,3,2.5,2,3,8,7.3,110
2014,14.02900773,6000,3820,850,0,2,4,3.5,1,3,11,8.1,107
2015,13.16924696,1007,1330,40,0,3,3,2.25,2,3,8,7.4,109
2014,13.09190417,5115,2671,602,0,2,4,3.5,1,3,8,7.1,114
2014,13.84506936,13095,3700,180,3823,2,3,4,1,3,11,8.2,109
2014,13.38472764,1262,1494,0,1262,3,3,3.5,2,3,8,7.3,111
2014,13.53426373,5641,2930,0,863,2,3,2.5,1,3,8,7.5,113
2014,12.96897907,5553,2598,0,243,2,4,2.5,1,3,9,7.4,114
2014,12.70654486,4995,2242,0,1836,2,3,2.5,1,3,8,7.2,111
2014,13.85019214,5932,2830,0,1262,2,4,2.5,1,3,9,7.7,114
2014,13.20853924,6937,2710,0,0,2,4,2.5,1,3,7,7.2,109
2014,13.01689174,4344,2320,0,4064,2,4,2.75,1,3,8,7.4,112
2015,13.36138028,7991,2720,0,4295,2,4,2.5,1,3,9,8.1,106
2014,13.30301688,1180,1650,0,0,3,3,1.75,2,3,8,7.2,114
2014,13.07736601,1348,1160,270,0,2,3,3.25,1,3,8,7.6,108
2014,12.86876062,5040,2090,0,0,2,4,2.5,1,3,9,7.6,114
2014,13.6047278,4903,2760,900,0,2,4,3.5,1,3,9,7.8,114
2015,13.87377947,8417,4220,0,333,3,4,3.5,2,3,10,8.4,112
2015,13.39847881,1213,1110,340,184,2,2,2.5,1,3,9,7.9,115
2014,13.78708125,6738,3460,0,4265,2,4,3.75,1,3,11,8.2,113
2015,12.87133462,874,1270,80,874,3,3,2.5,2,3,8,7.1,106
2014,12.77987307,5470,3000,0,1704,2,4,2.75,1,3,8,7.2,105
2014,13.22039712,10003,2950,0,3942,2,4,2.5,1,3,9,7.4,106
2014,12.94284908,5048,2530,0,4247,2,4,2.5,1,3,8,7.4,114
2014,14.37512635,7660,3640,1010,1493,2,4,4.5,1,3,11,8.5,108
2014,12.89909482,1131,710,0,0,2,2,1,1,4,7,7.9,43
2014,13.51440547,8000,3050,0,3091,2,4,2.5,1,3,9,7.5,107
2015,12.72188581,683,1150,0,0,2,3,2.5,1,3,7,6.9,113
2015,14.62644077,8118,3410,0,1263,2,5,5.25,1,3,11,8.4,106
2015,13.41054532,1921,1370,0,978,3,3,1.75,2,3,8,7.1,107
2015,13.73212895,7009,3540,0,0,2,4,2.5,1,3,9,7.6,107
2014,12.81583822,1350,1010,360,1249,2,3,2.5,1,3,7,6.9,107
2014,12.63460303,3080,1714,0,1250,2,4,2.5,1,3,8,7.3,109
2015,13.21767356,4534,2940,710,0,2,4,2.75,1,3,7,6.8,114
2015,13.29546086,6037,2990,0,3182,2,4,2.5,1,3,9,7.5,113
2014,13.03997693,6516,3284,0,0,2,4,2.5,1,3,8,7.3,114
2014,13.6635242,13900,1830,1720,2051,1,4,2.25,0,3,8,7.7,110
2014,12.89909482,2875,1710,150,0,2,3,3,1,3,8,7.1,109
2015,13.21311774,1977,1360,360,1044,2,3,3.25,1,3,8,7.7,107
2014,12.64432758,4775,2540,0,0,2,3,2.5,1,3,7,6.9,106
2014,13.75257076,12880,3270,0,4422,2,4,2.75,1,3,9,8.1,114
2014,12.70654486,1021,980,0,187,3,2,2.5,2,3,8,7.1,108
2014,12.98539752,1193,1020,130,0,2,3,2.5,1,3,8,7,106
2014,12.67607627,1855,1570,250,1250,2,3,2.5,1,3,8,7.3,108
2014,12.8346813,3825,1580,0,65,2,3,2.5,1,3,8,7.4,111
2015,12.87936655,3696,1460,0,0,2,3,2,1,3,7,7.3,110
2014,13.16158409,4950,2900,0,0,2,4,2.5,1,3,8,7.1,104
2014,13.19002203,6389,2620,0,1994,2,5,2.75,1,3,9,7.6,107
2015,12.91656846,999,940,400,999,2,2,2.5,1,3,8,7,108
2014,12.95972679,5398,3266,0,404,2,4,3.25,1,3,8,7,114
2014,12.5776362,1060,1076,0,1047,3,2,1.5,2,3,7,6.8,106
2014,12.8967167,1478,1360,320,0,2,3,3.25,1,3,8,7,109
2014,12.99450728,1348,1300,630,1348,2,3,2.5,1,3,8,7.3,105
2015,13.36138028,3091,1940,940,1373,2,4,2.5,1,3,9,7.6,114
2014,13.36138028,5000,2240,0,1096,2,4,2.25,1,3,8,7.5,113
2015,12.7685415,4455,2594,0,0,2,3,2.5,1,3,8,7.2,112
2014,12.98883198,1232,1210,0,0,3,2,1.5,2,3,8,7.1,107
2014,13.73126336,5000,2860,900,1435,2,4,3.5,1,3,9,7.8,114
2014,13.73645653,6055,3600,0,2573,2,4,2.5,1,3,9,8,114
2014,13.36904844,2772,2050,0,2772,2,4,2.5,1,3,8,7.6,112
2015,13.42246797,2064,1220,290,0,2,3,3.25,1,3,8,7.3,108
2014,13.71003893,3909,2580,0,1518,2,4,2.5,1,3,8,7.6,113
2015,12.43718437,4020,1670,0,295,2,3,2.5,1,3,7,6.9,109
2015,13.73754902,10034,3190,0,1654,2,4,2.5,1,3,9,7.9,107
2014,13.22130333,1920,1280,0,0,3,3,2.5,2,3,8,7.5,109
2015,12.87004845,6197,2718,0,0,2,4,2.5,1,3,8,7.2,106
2014,13.21403057,1878,1370,0,267,3,2,2,2,3,8,7.2,104
2014,12.44882273,4769,1794,0,1409,2,3,2.5,1,3,7,6.9,105
2014,14.02860377,41327,3290,1830,12393,2,4,4.5,1,3,10,8.1,108
2014,13.35188654,1912,1970,190,1121,2,3,2.5,1,3,9,7.5,114
2015,13.50626431,7204,2180,0,2088,2,4,2.5,1,3,8,7.8,114
2014,12.64109656,1294,1220,270,0,2,3,2.25,1,3,7,7.1,110
2014,13.2266333,10254,2950,0,1014,2,3,2.5,1,3,9,7.4,106
2015,13.573439,207781,2990,0,67037,2,3,2.75,1,3,9,7.7,100
2014,13.21767356,5150,2700,0,2731,2,4,2.5,1,3,9,7.5,107
2014,13.82546089,5000,3130,0,0,3,4,3.5,2,3,10,8.1,114
2014,14.26976583,14250,3220,400,2418,2,3,2,1,3,8,7.5,107
2014,12.64109656,4045,2481,0,0,2,5,2.75,1,3,8,7.2,114
2014,12.70205769,3600,1730,0,0,2,3,2.5,1,3,8,7.2,114
2014,12.7512997,1192,1140,280,0,2,3,1.5,1,3,8,6.8,108
2014,13.39999511,5175,3160,0,252,2,5,3.5,1,3,9,7.6,114
2014,12.86099861,1327,1040,280,1326,2,3,3.25,1,3,8,7.5,108
2015,13.03680549,1107,710,300,0,2,2,2.25,1,3,8,7.4,106
2015,12.42118403,4046,1870,0,4046,2,3,2.5,1,3,7,6.6,107
2014,14.20822809,15411,3550,1670,5082,2,4,3.5,1,3,11,8.5,106
2014,12.84529148,5824,2260,0,2302,2,4,2.5,1,3,8,7.2,111
2015,14.89561938,5722,4340,0,3104,3,5,4.5,2,3,10,8.1,110
2014,12.88664104,1841,1540,80,1841,2,2,2.25,1,3,8,7.2,104
2014,13.19002203,2289,1880,400,0,2,3,2.5,1,3,8,7.5,106
2014,13.78505135,9804,2550,850,1673,2,5,3.5,1,3,9,7.6,108
2015,12.23076526,1020,830,0,0,2,2,1.5,1,3,7,7,106
2014,12.64432758,7384,2310,0,1121,2,4,2.5,1,3,8,7.2,110
2014,12.72039216,1858,830,0,194,2,2,1.5,1,3,7,6.7,105
2014,13.81049802,7197,4130,0,3921,2,5,3.25,1,3,10,8,112
2015,12.82187431,4000,2050,0,2536,2,4,3,1,3,8,7.1,114
2015,12.85579027,4953,2050,0,3911,2,4,2.5,1,3,9,7.5,114
2014,12.85969907,2610,1600,0,2610,2,3,2.5,1,3,8,7.3,105
2014,13.67048479,8160,3190,0,0,2,5,2.5,1,3,9,7.5,114
2014,13.86525265,5474,3860,0,2580,2.5,4,3.75,1,3,10,8.4,107
2014,13.1263554,5616,2040,0,0,2,4,2.5,1,3,8,7.2,112
2014,14.37512635,8400,3845,0,2720,2,4,3.5,1,3,10,8.3,113
2014,13.25338287,6875,2650,0,2090,2,4,2.5,1,3,8,7.4,114
2014,13.52776182,64441,3430,0,20718,2,4,2.5,1,3,8,7.3,113
2014,13.21767356,5400,2430,0,0,2,3,2.5,1,3,8,7.2,107
2014,13.17115354,5086,2360,516,4059,2,3,3.5,1,3,8,7.5,107
2014,13.15386204,8698,2550,0,2373,2,4,3.5,1,3,7,7,107
2014,14.11561515,61419,4100,0,21414,2,4,3.75,1,3,9,8,114
2015,12.99453001,4526,2730,0,0,2,4,2.5,1,3,7,7.1,109
2015,13.39999511,1729,1080,700,0,2,3,2.5,1,3,8,7.7,108
2014,12.47590892,5000,1880,0,0,2,3,2.5,1,3,7,7,110
2014,13.21949009,4943,3090,0,0,2,5,3.75,1,3,10,8.1,110
2015,13.40754232,14155,1900,560,4466,2,3,3.5,1,3,8,7.3,114
2014,13.32121424,5260,2910,0,1810,2,4,3.5,1,3,9,7.8,112
2015,13.3770056,5260,2910,0,1258,2,4,3.5,1,3,9,7.7,112
2014,13.19328958,6360,1930,0,2852,1,3,1.75,0,3,9,7.8,113
2015,12.46843691,3403,1413,0,3403,2,3,2.25,1,3,8,7.1,109
2015,14.08706325,6300,3630,400,1064,2,3,3.25,1,3,10,8,106
2015,12.9713079,5929,2880,0,0,2.5,4,3.25,1,3,8,7.3,114
2014,13.19002203,15100,2360,0,950,1,4,2.75,0,3,8,7.4,114
2015,13.04450994,1276,1070,0,1276,3,2,1.75,2,3,8,7.4,106
2015,13.30801272,1367,1460,0,0,3,3,3.25,2,3,8,7.3,108
2014,13.50079981,9606,3800,0,1012,2,4,2.75,1,3,9,7.9,108
2015,12.61320303,801,1190,0,801,3,2,1.5,2,3,8,7.3,110
2014,13.42246797,6455,3200,0,2397,2,5,2.5,1,3,9,7.7,109
2014,12.9360338,2377,1680,290,2377,2,3,2.25,1,3,8,7.3,108
2014,13.32775021,5831,2830,0,4368,2,3,2.5,1,3,9,7.6,110
2014,12.86099861,5701,2630,0,0,2,4,2.5,1,3,7,6.9,110
2014,13.2946346,4613,2720,0,4215,2,4,2.75,1,3,9,7.6,105
2014,13.66468767,8097,3160,0,541,2,4,2.75,1,3,9,8.1,114
2014,13.9149033,8899,2940,830,1121,2,4,4,1,3,10,8,106
2014,13.56061831,6226,3500,0,1293,2,4,2.75,1,3,9,7.6,104
2014,12.97330637,4685,2710,0,1883,2,5,2.75,1,3,8,7.1,114
2015,13.53447303,6361,2170,0,4734,1,2,2.5,0,3,8,7.4,109
2014,13.36922346,958,1540,0,443,3,2,2.25,2,3,9,7.8,107
2015,13.32693554,1531,1876,0,1410,3,3,3.25,2,3,9,7.9,109
2014,13.5670492,213073,3720,0,68206,1,4,3.5,0,3,10,8.2,107
2015,13.21767356,9612,3148,0,1755,2,4,2.5,1,3,9,7.6,114
2014,13.57915511,4852,3240,0,25,2,4,3.25,1,3,9,7.7,110
2014,13.29126191,5000,2580,760,267,2,5,3.5,1,3,8,7.5,112
2015,13.0279428,5701,2413,0,0,2,4,2.5,1,3,8,7.5,114
2015,13.07107008,4500,2500,0,0,2,4,2.5,1,3,7,7.2,110
2014,13.39847881,904,780,400,904,2,2,1.75,1,3,10,8,114
2014,13.25339164,5801,2890,0,1889,2,4,2.5,1,3,9,7.7,105
2015,12.75851994,6551,1330,900,3797,1,5,3,0,3,7,7,114
2015,12.23076526,4500,1767,0,1282,2,4,2.5,1,3,8,6.9,106
2014,12.84792653,1468,1100,350,0,2,3,3.25,1,3,8,7.2,109
2014,13.48422485,7663,2930,0,0,2,5,2.75,1,3,9,8,113
2014,13.15348407,4136,2710,0,978,2,5,2.75,1,3,8,7.5,114
2014,13.84437009,18645,3000,600,4443,2,4,3.25,1,3,10,8.3,113
2014,12.98933015,3265,1800,0,0,2,3,2.5,1,3,8,7.3,114
2014,13.01700286,5515,2290,0,943,2,4,2.5,1,3,8,7.5,106
2014,13.15192218,1178,1060,450,566,2,3,2.5,1,3,8,7.6,107
2015,12.22587527,13444,1090,0,2724,2,2,2.5,1,3,7,7,107
2014,12.79385931,1323,1270,0,1323,3,3,2,2,3,8,7.2,106
2014,13.21767356,1005,1540,0,0,3,3,2.25,2,3,8,7.2,108
2014,13.38608057,6050,2930,0,0,2,3,2.5,1,3,9,7.4,108
2015,14.39769824,8504,3530,830,0,2,5,3.75,1,3,10,8,114
2015,13.70558408,4983,2790,850,312,2,4,3.5,1,3,9,7.8,114
2014,13.27936713,4747,2430,0,0,2,4,2.5,1,3,8,7.2,108
2015,12.84792653,1464,1240,280,1464,2,3,2.25,1,3,8,7.2,110
2014,13.24634406,5820,2730,0,765,2,5,2.75,1,3,8,7.3,114
2015,13.03680549,2076,1930,510,0,2,3,3,1,3,8,7.3,106
2015,13.21767356,1303,1340,240,1303,2,3,3.75,1,3,8,7.5,110
2014,13.12236338,983,1420,0,983,3,3,2.25,2,3,8,7.2,106
2015,13.04223733,3275,2230,590,2006,2,5,3.25,1,3,8,7.3,106
2014,14.5809784,10320,5060,0,2135,2,4,5.5,1,3,11,8.6,108
2015,13.57978822,5000,2650,0,581,2,4,2.5,1,3,8,7.6,107
2014,13.50762578,1212,1040,450,0,2,3,2.25,1,3,9,7.6,111
2015,13.28448223,7710,3060,0,1900,2,4,2.5,1,3,9,8,109
2015,13.49323704,4185,2770,470,0,2,3,3.25,1,3,8,7.2,111
2014,13.52649426,5348,2820,0,120,2,3,2.75,1,3,9,7.9,108
2014,13.48700649,7642,4140,0,1675,2,5,3.5,1,3,8,7.3,103
2014,12.4292162,846,806,176,66,2,2,1.5,1,3,8,6.8,106
2015,13.57978822,3600,2460,0,682,2,3,2.75,1,3,9,7.9,107
2015,12.88013894,4800,2547,0,0,2,4,2.5,1,3,9,7.6,114
2014,12.54254488,7460,1834,0,636,2,4,2.25,1,3,8,7.1,112
2014,14.1029426,5126,2450,680,847,3,4,4.5,2,3,10,8.4,114
2014,13.383188,4847,2730,0,2561,2,4,2.5,1,3,9,7.6,108
2014,13.03243867,1329,1050,330,31,2,2,2.5,1,3,8,7.5,108
2015,14.61526747,10800,3910,790,1518,2,4,4.25,1,3,11,8.8,102
2014,13.0236474,4284,1920,410,2464,2,3,3,1,3,9,7.6,104
2014,12.70618104,3600,1730,0,2086,2,3,2.5,1,3,8,7.2,114
2014,13.86430072,2390,2000,350,406,3,2,2.5,2,3,10,7.9,107
2015,13.55545014,6713,4000,0,1208,2,5,4.5,1,3,9,7.5,115
2014,14.07787482,7752,2180,1170,0,1,3,2.5,0,3,9,7.6,109
2014,13.31710745,1612,1530,0,0,3,3,3.25,2,3,8,7.4,106
2015,12.53537639,1968,1610,0,0,2,2,2.25,1,4,7,8,79
2014,13.07107008,6178,2620,0,738,2,4,2.75,1,3,8,7.2,113
2014,12.50617724,1920,850,450,632,2,3,2,1,3,8,7.1,106
2015,14.0794121,5334,3140,450,1626,2,4,3.5,1,3,9,7.7,106
2014,13.5657445,5647,2490,0,0,2,4,2.5,1,3,8,7.4,114
2014,12.30591798,1780,880,440,0,2,3,2.5,1,3,7,6.9,105
2014,12.73316524,2752,1800,0,521,2,4,2.25,1,3,8,7.5,114
2014,13.63518102,5225,3360,0,0,2,5,1.5,1,3,9,7.7,114
2015,13.21767356,9328,3220,0,3653,2,4,2.5,1,3,8,7.4,106
2014,13.26212532,1559,2024,490,589,2,3,3.5,1,3,8,7.4,107
2014,13.383188,9711,3130,0,413,2,4,2.75,1,3,9,7.7,114
2014,13.20854107,4738,2720,0,602,2,4,2.5,1,3,8,7.2,112
2014,13.34550693,916,1165,225,0,2,2,2.25,1,3,8,7.2,107
2014,13.8566525,270236,3820,1100,86472,2,4,4.5,1,3,10,7.9,106
2014,13.32285224,1984,2134,0,954,2.5,3,2.5,1,3,8,7.2,108
2015,12.61153775,5701,1741,0,1639,2,3,2.5,1,3,8,7.1,112
2014,13.26559755,5238,2560,0,0,2,3,2.5,1,3,8,7.3,101
2014,12.76565986,3561,2220,0,3561,2,4,2.5,1,3,8,7.1,114
2014,13.38472764,4363,1910,0,1565,2,3,2.5,1,3,9,8.1,106
2015,12.84264947,853,820,160,0,2,2,1.5,1,3,7,7,109
2015,12.65459724,4197,1950,0,0,2,3,2.5,1,3,7,6.8,113
2014,14.00339163,12015,4150,0,1287,2,5,4.25,1,3,10,8,114
2015,12.43916653,986,950,160,986,2,2,1.5,1,3,7,7.2,109
2015,12.63785506,1150,1080,170,111,2,3,2.5,1,3,8,7.4,109
2014,13.59623452,5404,3310,0,0,2,4,2.5,1,3,9,7.9,104
2014,12.9360338,5501,2020,0,0,2,4,2.5,1,3,7,7.1,110
2014,13.573439,4850,3310,0,29,2,4,3.5,1,3,9,7.7,110
2014,13.12226337,4473,2798,0,1016,2,4,2.5,1,3,9,7.6,112
2015,12.28303369,8000,1847,0,2915,2,4,2.5,1,3,7,7.1,108
2015,12.84792653,4981,2420,0,2095,2,4,2.5,1,3,9,7.9,109
2014,12.7512997,3600,2020,0,0,2,4,2.5,1,3,7,7,112
2014,13.03134398,6811,2400,0,0,2,4,2.5,1,3,8,7.2,107
2014,12.85447086,5390,1760,0,4481,1,3,2.5,0,3,8,7.3,114
2015,12.6914266,4178,2110,0,0,2,4,2.5,1,3,7,6.8,113
2014,12.98647951,8392,2692,0,5503,2,4,2.5,1,3,9,7.8,114
2014,12.80833733,4522,1490,0,0,2,3,2.25,1,3,7,7,109
2015,13.73211808,6352,3960,0,5742,2,5,3.25,1,3,10,8.2,114
2015,12.66499953,4642,1740,0,0,2,4,2.5,1,3,7,6.9,112
2015,12.95984445,4517,1190,750,856,1,4,2.5,0,3,8,7.3,110
2015,12.62102593,3279,790,180,1692,2,2,1,1,3,7,7.1,107
2014,12.60484877,4000,1852,0,3637,2,3,2.5,1,3,7,6.9,114
2014,14.97991059,18851,4810,0,9274,2,4,4,1,3,11,8.7,107
2014,13.76421726,9695,4360,1275,0,2,4,4,1,3,10,7.9,111
2014,12.71589777,3041,1520,0,2827,2,3,2.5,1,3,7,7.1,109
2015,12.57746377,4275,2099,0,2734,2,3,2.5,1,3,7,7.1,110
2015,12.94789094,811,1250,0,0,3,3,2.25,2,3,8,7.5,114
2014,12.63134038,1183,1090,0,1183,3,2,1.5,2,3,8,7.1,108
2014,13.11924853,5902,3216,0,799,2,4,2.5,1,3,9,7.4,114
2014,13.56184336,4400,2970,0,0,2,4,2.5,1,3,8,7.4,114
2014,13.31298374,6405,2610,0,1171,2,3,2.5,1,3,8,7.4,101
2014,13.16158409,1368,1060,280,1368,2,2,1.75,1,3,7,6.9,106
2014,13.65297986,4987,3300,0,3724,2,4,2.75,1,3,9,7.8,114
2014,13.55082861,7599,1630,0,2959,1,3,2,0,3,10,7.6,106
2014,13.40754232,929,1060,530,0,2,3,2.25,1,3,9,7.8,114
2014,13.67684027,5697,2940,660,1257,2,4,3.5,1,3,9,7.8,114
2014,12.87390202,4153,2154,0,0,2,4,2.5,1,3,9,7.7,112
2015,13.12236338,825,1530,0,0,3,3,1.75,2,3,8,7.4,115
2014,12.89909482,1041,1094,266,0,2,3,2.25,1,3,8,7.6,106
2015,12.62806706,2480,1320,0,0,2,3,2.5,1,3,7,7,105
2015,12.44901882,6724,1660,0,3989,2,4,2.5,1,3,7,7,109
2014,12.9360338,6499,2891,0,1513,2,4,2.5,1,3,9,7.6,114
2015,13.48213353,2155,2120,220,104,2,3,2.5,1,3,10,8,112
2014,12.95984445,2267,2320,0,2267,3,3,2.5,2,3,8,7.4,109
2015,13.19932442,3855,2190,0,1160,2,4,2.5,1,3,8,7.3,110
2014,12.6908017,4742,2060,0,2598,2,3,2.5,1,3,8,7.2,114
2015,12.86099861,4145,1740,0,2595,2,3,2.5,1,3,7,6.9,110
2014,12.50617724,3825,1400,0,1074,2,3,2.25,1,3,7,7.1,112
2014,14.03062194,14380,4410,0,1941,2,5,4,1,3,11,8.4,106
2015,13.41801362,1647,1080,700,0,2,3,2.5,1,3,8,7.2,108
2015,12.64432758,10137,1760,0,3296,2,3,2.5,1,3,8,7.2,110
2014,14.91412285,10756,3430,980,0,2,3,3.5,1,3,11,8.7,114
2015,14.66992589,11547,4270,1280,1204,2,6,4.25,1,3,11,8.3,114
2014,12.96453929,9391,2432,0,2806,2,3,2.5,1,3,9,7.7,105
2015,12.8737738,3996,2283,0,0,2,3,2.5,1,3,8,6.9,108
2014,12.64310102,3730,1860,0,1750,2,3,2.5,1,3,8,7.2,112
2014,12.89895729,4500,2701,0,1367,2,4,2.5,1,3,9,7.5,114
2015,13.00022964,4875,2930,0,0,2,4,2.5,1,3,9,7.4,114
